recordID,year,decimalLatitude,decimalLongitude,locality,predatorScientificName,predatorAphiaID,predatorCommonName,breedingStatus,preyScientificName,preyAphiaID,frequencyOfOccurrence,sampleSize,referenceID
1,1973,52.17,-9.75,Co. Kerry,Fratercula arctica,137131,Atlantic puffin,breeding,Ammodytidae,125516,0.192,78.0,REF028
2,1973,52.17,-9.75,Co. Kerry,Fratercula arctica,137131,Atlantic puffin,breeding,Gaidropsarus,125743,0.0,78.0,REF028
3,1973,52.17,-9.75,Co. Kerry,Fratercula arctica,137131,Atlantic puffin,breeding,Melanogrammus aeglefinus,126437,0.0,78.0,REF028
4,1973,52.17,-9.75,Co. Kerry,Fratercula arctica,137131,Atlantic puffin,breeding,Merlangius merlangus,126438,0.0,78.0,REF028
5,1973,52.17,-9.75,Co. Kerry,Fratercula arctica,137131,Atlantic puffin,breeding,other,,0.038,78.0,REF028
6,1973,52.17,-9.75,Co. Kerry,Fratercula arctica,137131,Atlantic puffin,breeding,Pollachius virens,126441,0.0,78.0,REF028
7,1973,52.17,-9.75,Co. Kerry,Fratercula arctica,137131,Atlantic puffin,breeding,Sprattus sprattus,126425,0.769,78.0,REF028
8,1983,52.5,1.0,East Anglia,Fratercula arctica,137131,Atlantic puffin,non-breeding,Ammodytidae,125516,0.89,30.0,REF004
9,1983,52.5,1.0,East Anglia,Fratercula arctica,137131,Atlantic puffin,non-breeding,Clupeidae,125464,0.33,30.0,REF004
10,1983,52.5,1.0,East Anglia,Fratercula arctica,137131,Atlantic puffin,non-breeding,Polychaeta,883,0.11,30.0,REF004
11,1974,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Ammodytidae,125516,0.745,47.0,REF028
12,1974,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Gaidropsarus,125743,0.0,47.0,REF028
13,1974,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Melanogrammus aeglefinus,126437,0.0,47.0,REF028
14,1974,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Merlangius merlangus,126438,0.255,47.0,REF028
15,1974,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,other,,0.0,47.0,REF028
16,1974,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Pollachius virens,126441,0.0,47.0,REF028
17,1974,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Sprattus sprattus,126425,0.0,47.0,REF028
18,1975,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Ammodytidae,125516,0.761,117.0,REF028
19,1975,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Gaidropsarus,125743,0.137,117.0,REF028
20,1975,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Melanogrammus aeglefinus,126437,0.0,117.0,REF028
21,1975,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Merlangius merlangus,126438,0.0,117.0,REF028
22,1975,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,other,,0.0,117.0,REF028
23,1975,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Pollachius virens,126441,0.0,117.0,REF028
24,1975,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Sprattus sprattus,126425,0.103,117.0,REF028
25,1976,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Ammodytidae,125516,0.939,212.0,REF028
26,1976,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Gaidropsarus,125743,0.028,212.0,REF028
27,1976,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Melanogrammus aeglefinus,126437,0.0,212.0,REF028
28,1976,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Merlangius merlangus,126438,0.0,212.0,REF028
29,1976,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,other,,0.0,212.0,REF028
30,1976,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Pollachius virens,126441,0.033,212.0,REF028
31,1976,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Sprattus sprattus,126425,0.0,212.0,REF028
32,1977,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Ammodytidae,125516,0.94,277.0,REF029
33,1977,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Gaidropsarus,125743,0.01,277.0,REF029
34,1977,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Merlangius merlangus,126438,0.01,277.0,REF029
35,1977,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Pollachius virens,126441,0.0,277.0,REF029
36,1977,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Sprattus sprattus,126425,0.04,277.0,REF029
37,1986,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Ammodytidae,125516,0.96,44.0,REF029
38,1986,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Gaidropsarus,125743,0.02,44.0,REF029
39,1986,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Merlangius merlangus,126438,0.02,44.0,REF029
40,1986,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Pollachius virens,126441,0.0,44.0,REF029
41,1986,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Sprattus sprattus,126425,0.0,44.0,REF029
42,1987,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Ammodytidae,125516,0.9,32.0,REF029
43,1987,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Ammodytidae,125516,1.0,27.0,REF048
44,1987,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Clupeidae,125464,0.0,27.0,REF048
45,1987,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Gadidae,125469,0.0,27.0,REF048
46,1987,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Gaidropsarus,125743,0.0,32.0,REF029
47,1987,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Merlangius merlangus,126438,0.0,32.0,REF029
48,1987,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,other,,0.0,27.0,REF048
49,1987,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Pleuronectiformes,10331,0.0,27.0,REF048
50,1987,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Pollachius virens,126441,0.0,32.0,REF029
51,1987,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Sprattus sprattus,126425,0.0,32.0,REF029
52,1987,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Syngnathidae,125606,0.0,27.0,REF048
53,1988,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Ammodytidae,125516,0.42,159.0,REF029
54,1988,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Ammodytidae,125516,0.423,34.0,REF048
55,1988,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Clupeidae,125464,0.05,34.0,REF048
56,1988,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Gadidae,125469,0.521,34.0,REF048
57,1988,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Gaidropsarus,125743,0.01,159.0,REF029
58,1988,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Merlangius merlangus,126438,0.51,159.0,REF029
59,1988,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,other,,0.0,34.0,REF048
60,1988,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Pleuronectiformes,10331,0.006,34.0,REF048
61,1988,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Pollachius virens,126441,0.0,159.0,REF029
62,1988,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Sprattus sprattus,126425,0.05,159.0,REF029
63,1988,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Syngnathidae,125606,0.0,34.0,REF048
64,1989,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Ammodytidae,125516,0.743,64.0,REF048
65,1989,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Clupeidae,125464,0.092,64.0,REF048
66,1989,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Gadidae,125469,0.165,64.0,REF048
67,1989,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,other,,0.0,64.0,REF048
68,1989,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Pleuronectiformes,10331,0.0,64.0,REF048
69,1989,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Syngnathidae,125606,0.0,64.0,REF048
70,1990,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Ammodytidae,125516,0.452,73.0,REF048
71,1990,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Clupeidae,125464,0.132,73.0,REF048
72,1990,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Gadidae,125469,0.416,73.0,REF048
73,1990,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,other,,0.0,73.0,REF048
74,1990,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Pleuronectiformes,10331,0.0,73.0,REF048
75,1990,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Syngnathidae,125606,0.0,73.0,REF048
76,1991,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Ammodytidae,125516,0.932,72.0,REF048
77,1991,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Clupeidae,125464,0.029,72.0,REF048
78,1991,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Gadidae,125469,0.039,72.0,REF048
79,1991,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,other,,0.0,72.0,REF048
80,1991,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Pleuronectiformes,10331,0.0,72.0,REF048
81,1991,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Syngnathidae,125606,0.0,72.0,REF048
82,1992,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Ammodytidae,125516,0.288,107.0,REF048
83,1992,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Clupeidae,125464,0.0,107.0,REF048
84,1992,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Gadidae,125469,0.712,107.0,REF048
85,1992,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,other,,0.0,107.0,REF048
86,1992,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Pleuronectiformes,10331,0.0,107.0,REF048
87,1992,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Syngnathidae,125606,0.0,107.0,REF048
88,1993,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Ammodytidae,125516,0.443,15.0,REF048
89,1993,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Clupeidae,125464,0.038,15.0,REF048
90,1993,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Gadidae,125469,0.519,15.0,REF048
91,1993,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,other,,0.0,15.0,REF048
92,1993,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Pleuronectiformes,10331,0.0,15.0,REF048
93,1993,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Syngnathidae,125606,0.0,15.0,REF048
94,1994,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Ammodytidae,125516,0.828,18.0,REF048
95,1994,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Clupeidae,125464,0.0,18.0,REF048
96,1994,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Gadidae,125469,0.162,18.0,REF048
97,1994,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,other,,0.01,18.0,REF048
98,1994,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Pleuronectiformes,10331,0.0,18.0,REF048
99,1994,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Syngnathidae,125606,0.0,18.0,REF048
100,1995,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Ammodytidae,125516,0.559,28.0,REF048
101,1995,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Clupeidae,125464,0.077,28.0,REF048
102,1995,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Gadidae,125469,0.364,28.0,REF048
103,1995,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,other,,0.0,28.0,REF048
104,1995,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Pleuronectiformes,10331,0.0,28.0,REF048
105,1995,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Syngnathidae,125606,0.0,28.0,REF048
106,1996,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Ammodytidae,125516,0.884,26.0,REF048
107,1996,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Clupeidae,125464,0.055,26.0,REF048
108,1996,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Gadidae,125469,0.061,26.0,REF048
109,1996,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,other,,0.0,26.0,REF048
110,1996,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Pleuronectiformes,10331,0.0,26.0,REF048
111,1996,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Syngnathidae,125606,0.0,26.0,REF048
112,1997,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Ammodytidae,125516,0.406,44.0,REF048
113,1997,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Clupeidae,125464,0.013,44.0,REF048
114,1997,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Gadidae,125469,0.544,44.0,REF048
115,1997,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,other,,0.037,44.0,REF048
116,1997,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Pleuronectiformes,10331,0.0,44.0,REF048
117,1997,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Syngnathidae,125606,0.0,44.0,REF048
118,1998,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Ammodytidae,125516,0.178,57.0,REF048
119,1998,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Clupeidae,125464,0.0,57.0,REF048
120,1998,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Gadidae,125469,0.773,57.0,REF048
121,1998,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,other,,0.049,57.0,REF048
122,1998,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Pleuronectiformes,10331,0.0,57.0,REF048
123,1998,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Syngnathidae,125606,0.0,57.0,REF048
124,1999,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Ammodytidae,125516,0.959,32.0,REF048
125,1999,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Clupeidae,125464,0.01,32.0,REF048
126,1999,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Gadidae,125469,0.031,32.0,REF048
127,1999,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,other,,0.0,32.0,REF048
128,1999,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Pleuronectiformes,10331,0.0,32.0,REF048
129,1999,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Syngnathidae,125606,0.0,32.0,REF048
130,2000,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Ammodytidae,125516,0.97,38.0,REF048
131,2000,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Clupeidae,125464,0.021,38.0,REF048
132,2000,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Gadidae,125469,0.009,38.0,REF048
133,2000,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,other,,0.0,38.0,REF048
134,2000,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Pleuronectiformes,10331,0.0,38.0,REF048
135,2000,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Syngnathidae,125606,0.0,38.0,REF048
136,2001,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Ammodytidae,125516,0.632,19.0,REF048
137,2001,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Clupeidae,125464,0.023,19.0,REF048
138,2001,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Gadidae,125469,0.137,19.0,REF048
139,2001,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,other,,0.196,19.0,REF048
140,2001,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Pleuronectiformes,10331,0.012,19.0,REF048
141,2001,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Syngnathidae,125606,0.0,19.0,REF048
142,2002,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Ammodytidae,125516,0.405,30.0,REF048
143,2002,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Clupeidae,125464,0.434,30.0,REF048
144,2002,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Gadidae,125469,0.128,30.0,REF048
145,2002,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,other,,0.0,30.0,REF048
146,2002,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Pleuronectiformes,10331,0.033,30.0,REF048
147,2002,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Syngnathidae,125606,0.0,30.0,REF048
148,2003,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Ammodytidae,125516,0.148,33.0,REF048
149,2003,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Clupeidae,125464,0.665,33.0,REF048
150,2003,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Gadidae,125469,0.187,33.0,REF048
151,2003,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,other,,0.0,33.0,REF048
152,2003,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Pleuronectiformes,10331,0.0,33.0,REF048
153,2003,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Syngnathidae,125606,0.0,33.0,REF048
154,2004,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Ammodytidae,125516,0.841,6.0,REF048
155,2004,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Clupeidae,125464,0.0,6.0,REF048
156,2004,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Gadidae,125469,0.143,6.0,REF048
157,2004,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,other,,0.0,6.0,REF048
158,2004,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Pleuronectiformes,10331,0.0,6.0,REF048
159,2004,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Syngnathidae,125606,0.016,6.0,REF048
160,2005,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Ammodytidae,125516,0.539,25.0,REF048
161,2005,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Clupeidae,125464,0.362,25.0,REF048
162,2005,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Gadidae,125469,0.073,25.0,REF048
163,2005,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,other,,0.0,25.0,REF048
164,2005,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Pleuronectiformes,10331,0.0,25.0,REF048
165,2005,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Syngnathidae,125606,0.026,25.0,REF048
166,2006,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Ammodytidae,125516,0.074,31.0,REF048
167,2006,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Clupeidae,125464,0.103,31.0,REF048
168,2006,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Gadidae,125469,0.396,31.0,REF048
169,2006,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,other,,0.0,31.0,REF048
170,2006,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Pleuronectiformes,10331,0.015,31.0,REF048
171,2006,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Syngnathidae,125606,0.412,31.0,REF048
172,2007,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Ammodytidae,125516,0.6,42.0,REF048
173,2007,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Clupeidae,125464,0.0,42.0,REF048
174,2007,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Gadidae,125469,0.326,42.0,REF048
175,2007,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,other,,0.0,42.0,REF048
176,2007,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Pleuronectiformes,10331,0.0,42.0,REF048
177,2007,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Syngnathidae,125606,0.074,42.0,REF048
178,2008,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Ammodytidae,125516,0.485,36.0,REF048
179,2008,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Clupeidae,125464,0.0,36.0,REF048
180,2008,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Gadidae,125469,0.515,36.0,REF048
181,2008,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,other,,0.0,36.0,REF048
182,2008,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Pleuronectiformes,10331,0.0,36.0,REF048
183,2008,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Syngnathidae,125606,0.0,36.0,REF048
184,2009,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Ammodytidae,125516,0.347,6.0,REF048
185,2009,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Clupeidae,125464,0.0,6.0,REF048
186,2009,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Gadidae,125469,0.653,6.0,REF048
187,2009,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,other,,0.0,6.0,REF048
188,2009,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Pleuronectiformes,10331,0.0,6.0,REF048
189,2009,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Syngnathidae,125606,0.0,6.0,REF048
190,2010,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Ammodytidae,125516,0.629,35.0,REF048
191,2010,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Clupeidae,125464,0.009,35.0,REF048
192,2010,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Gadidae,125469,0.362,35.0,REF048
193,2010,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,other,,0.0,35.0,REF048
194,2010,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Pleuronectiformes,10331,0.0,35.0,REF048
195,2010,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Syngnathidae,125606,0.0,35.0,REF048
196,2011,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Ammodytidae,125516,0.637,33.0,REF048
197,2011,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Clupeidae,125464,0.0,33.0,REF048
198,2011,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Gadidae,125469,0.363,33.0,REF048
199,2011,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,other,,0.0,33.0,REF048
200,2011,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Pleuronectiformes,10331,0.0,33.0,REF048
201,2011,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Syngnathidae,125606,0.0,33.0,REF048
202,2012,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Ammodytidae,125516,0.525,37.0,REF048
203,2012,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Clupeidae,125464,0.003,37.0,REF048
204,2012,59.56,-1.63,Fair Isle,Fratercula arctica,137131,Atlantic puffin,breeding,Gadidae,125469,0.472,37.0,REF048
